video_on,num_clients,topology,total_packets,total_bytes,avg_bytes,std_bytes,median_bytes,max_bytes,total_packets_in,total_bytes_in,avg_bytes_in,std_bytes_in,median_bytes_in,max_bytes_in,total_packets_out,total_bytes_out,avg_bytes_out,std_bytes_out,median_bytes_out,max_bytes_out,avg_inter_arr,std_inter_arr,median_inter_arr,max_inter_arr
True,3,hdumb,209474,99394692,474.49655804538986,412.96408507427606,356.0,1222,119951,70540637,588.0787738326484,442.7951653472593,682.0,1222,89523,28854055,322.3088480055405,309.6590980328182,133.0,1222,0.001656438234002454,0.0027613053381325284,0.0001800060272216797,0.04637312889099121
True,3,hdumb,211125,99373897,470.6874931912374,412.30849774253664,347.0,1222,119749,70339144,587.3881535545182,442.66704085121677,678.0,1222,91376,29034753,317.7503173699877,307.8094608543047,132.0,1222,0.0016601485714993808,0.0028296515455047554,0.0001728534698486328,0.05572390556335449
True,3,hdumb,213346,99784647,467.71276236723446,412.2708548059448,340.0,1222,120000,70595478,588.29565,442.50216444946017,682.0,1222,93346,29189169,312.6986587534549,306.63921034295356,131.0,1222,0.0016607336215608752,0.002920130804620621,0.00017380714416503906,0.05050516128540039
True,8,tiered,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,8,tiered,147195,82491427,560.4227521315262,449.3691643682771,643.0,1222,97285,60158301,618.3718044919566,469.344303631283,849.0,1222,49910,22333126,447.46796233219794,383.22419656623066,474.0,1222,0.0017651015782570948,0.0018155465195550421,0.0012400150299072266,0.02795696258544922
True,8,tiered,3181,344532,108.30933668657654,139.05714133928169,69.0,1198,2049,211299,103.1229868228404,167.30473256525286,64.0,1198,1132,133233,117.6969964664311,59.552717358798695,108.0,834,0.08442726521752775,0.09209387961385886,0.05371356010437012,0.5700011253356934
True,5,tiered,279646,112983787,404.024327185084,414.4469899614099,128.0,1222,146368,83387301,569.7099161018801,450.13978771951344,637.0,1222,133278,29596486,222.0658023079578,273.166389751137,101.0,1222,0.001225702513396914,0.001271492661520552,0.0008800029754638672,0.048127174377441406
True,5,tiered,267685,111030166,414.77918448923174,413.4984442807526,127.0,1224,141166,78299683,554.6638921553349,443.8083189266598,602.0,1222,126519,32730483,258.700139899936,309.5078027133778,108.0,1224,0.0012852124384518397,0.0016014630588161453,0.0009059906005859375,0.2912881374359131
True,5,tiered,281749,115391188,409.5531412711314,415.82468989632457,126.0,1222,145821,83277280,571.0925038231804,451.0983118925313,641.0,1222,135928,32113908,236.2567535754223,286.49615741211863,99.0,1222,0.0012284351382754561,0.0013083314629021,0.0008751153945922852,0.08745098114013672
False,8,tiered,1883,135275,71.84014869888476,37.174137742183,60.0,555,789,49013,62.12040557667934,39.592043396911365,36.0,555,1094,86262,78.85009140767825,33.644927797601504,60.0,367,0.21898905335344035,0.21202815034315028,0.13800644874572754,1.0551202297210693
False,8,tiered,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,8,tiered,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,tiered,94229,9064436,96.19582081949294,25.88988373207544,85.0,555,38119,3472177,91.08783021590283,21.956326550149917,83.0,555,56110,5592259,99.66599536624487,27.719822415778857,87.0,367,0.004712560080651303,0.0038007267093870876,0.0038080215454101562,0.0772700309753418
False,5,tiered,89404,8518287,95.27858932486242,25.65427903865434,85.0,555,38153,3439013,90.13742038633922,21.104259522587103,83.0,555,51251,5079274,99.10585159313965,27.967993817012214,88.0,367,0.004712999504450908,0.0034842132784878572,0.004029035568237305,0.05302786827087402
False,5,tiered,91892,8988763,97.81877638967484,27.423980545932007,86.0,555,38056,3467739,91.12200441454698,23.906708123438026,83.0,555,53836,5521024,102.55264135522698,28.73325464076964,97.0,367,0.004714234344217784,0.0038754532671965913,0.003659963607788086,0.08351802825927734
False,3,tiered,64349,6312349,98.09552595999938,27.086574822550745,87.0,553,29948,2827985,94.42984506477895,23.564635992777486,84.0,553,34401,3484364,101.2867067817796,29.44690097555738,96.0,367,0.006345847224052328,0.005855905748308164,0.005501985549926758,0.2849738597869873
False,3,tiered,65003,6406823,98.56195867883021,27.108087216416813,87.0,555,29641,2814958,94.96838838095881,23.808652542605163,85.0,555,35362,3591865,101.57414738985352,29.25384411166555,96.0,367,0.006298134780605795,0.004652285801614273,0.005238533020019531,0.08955502510070801
False,3,tiered,60788,6005170,98.78874119892085,27.79983487950531,87.0,555,29926,2819851,94.22746107064091,23.725236342662487,83.0,555,30862,3185319,103.21168427192016,30.605462605444604,112.0,367,0.006284118929602449,0.004816362807009884,0.005122184753417969,0.058125972747802734
True,3,tiered,198117,94033863,474.63803207195747,412.3519856024278,355.0,1222,113233,66682207,588.8937588865437,442.6262952739081,683.0,1222,84884,27351656,322.22392912680834,307.9982716335899,134.0,1222,0.0016563873018469871,0.001638930385704182,0.0011780261993408203,0.021326065063476562
True,3,tiered,193124,93321500,483.22062509061533,413.5581328409715,373.0,1222,113074,66551503,588.5659214319826,443.0809451036529,681.0,1222,80050,26769997,334.41595252966897,312.2329440872496,136.0,1222,0.0016601201779962162,0.001703999408325187,0.0011670589447021484,0.07348394393920898
True,3,tiered,196590,93856275,477.4214100412025,412.9159882126459,360.0,1224,113123,66654619,589.222518851162,442.918350509086,682.0,1224,83467,27201656,325.89713299867014,309.51691030172947,134.0,1222,0.0016558190636093504,0.0017223394570584473,0.0011401176452636719,0.0396420955657959
